"Event H-ID","Start page event","End page event","Page Event Number",Line,"Narrative Status",Conflict,Harmony,Partition,"Characters(s) in Event H-ID","Characters(s) in Event RecordTitle","Location of Event (Text place) H-ID","Location of Event RecordTitle","Text pointer H-ID","Text pointer RecordTitle","Character(s) mentioned H-ID","Character(s) mentioned RecordTitle"
2548,50,50,1,"Lakshmi Narayan felt very much alone",,Religion,,,2398|167|2536,"Narayan, Lala Lakshmi in Tamas|Deputy Commissioner, Richard in Tamas|Bakhshi, Bakhsh, Raghunath and others, Unknown in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,713,"Muslims, Unknown in Tamas"
2550,50,50,2,"If the police were to begin a patrol",,Religion,,,618|167|2536,"Congress Committee secretary, Bakhshi in Tamas|Deputy Commissioner, Richard in Tamas|Bakhshi, Bakhsh, Raghunath and others, Unknown in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,2553|2556|2547|1281,"British Army Cantonment, Unknown in Tamas|British Government, Unknown in Tamas|Nehru, Jawaharlal in Tamas|Singh, Baldev in Tamas"
2551,194,197,2,"Ameer, waiting at the net for his partner",,Religion|Gender|Class,,,913|317,"Hasan, Saleem in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1922,"Tennis Court in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",325|910|321|1083|1074|894|487|431|1735,"Agarwal, Sita in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Waliuddin, Sheikh in Sunlight on a Broken Column|Mr. Agarwal, Unknown in Sunlight on a Broken Column|Raja of Bhimnagar, Unknown in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Chatterjee, Nita in Sunlight on a Broken Column|Unknown, Begum Waheed in Sunlight on a Broken Column"
2555,128,128,1,"A band of Sikhs, the Senior Priest included",,Religion,,TRUE,2558|2517|662|149|1234,"Band of, Sikhs in Tamas|Senior, Priest in Tamas|Harnam Singh's daughter, Jasbir in Tamas|Sikh, Nihang in Tamas|Singh, Kishan in Tamas",1637,"Galli to left of gurudwara in Tamas",34,Tamas,,
2560,50,51,3,"Everyone else remained silent when they saw the direction",,Religion,Religion,FALSE,167|618|2536|2539,"Deputy Commissioner, Richard in Tamas|Congress Committee secretary, Bakhshi in Tamas|Bakhshi, Bakhsh, Raghunath and others, Unknown in Tamas|Mr Herbert, American Principal of Mission College, Unknown in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,2563|2565|2568,"Sahib, Police Officer, Robert in Tamas|Hindu Landlord, Unknown in Tamas|Muslim Tenant Family, Unknown in Tamas"
2561,128,128,2,"Another group of Sikhs standing outside the gurdwara, hair down, swords in hand, began to advanceinto the left-hand gali",,Religion,,TRUE,2422,"Community, Sikhs in Tamas",2462,"entrance to the left gali, right at the edge of the river in Tamas",34,Tamas,1040,"Faction, Turks in Tamas"
2562,128,129,3,"At that same moment, a stream of women emerged into the night,",,Gender|Religion,,TRUE,2564|662|2566|2567|2569|2572|2573|2574,"Group of Unknown, Sacrificing women in Tamas|Harnam Singh's daughter, Jasbir in Tamas|Wife, Hari Singh's in Tamas|Deva Singh's, wife in Tamas|Gyan Singh's, Wife in Tamas|Hari Singh's, 4 year old son in Tamas|Deva Singh's, Baby in Tamas|Prem Singh's, Son in Tamas",2462,"entrance to the left gali, right at the edge of the river in Tamas",34,Tamas,,
2570,199,200,2,"The sounds of Aunt Saira's dandy",,Class,,,910|416,"Hasan, Kemal in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",920|1750,"Husain, Ameer in Sunlight on a Broken Column|Ali, Raza in Sunlight on a Broken Column"
2575,51,51,1,"'A Hindu’s been murdered on the other side of the bridge",,Religion,,,2536|2534|2576|2398|2581|167,"Bakhshi, Bakhsh, Raghunath and others, Unknown in Tamas|Chaprasi at Deputy Commissioner's Office, Unknown in Tamas|Man Talking to the Chaprasi, Unknown in Tamas|Narayan, Lala Lakshmi in Tamas|People Running in the Street, Unknown in Tamas|Deputy Commissioner, Richard in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,,
2578,204,205,1,"It appeared that when Aunt Abida",,Gender|Religion,,,315|2586|1122|2952,"Hasan, Abida in Sunlight on a Broken Column|Aunt Abida's mother-in-law, Unknown in Sunlight on a Broken Column|local midwife, Unknown in Sunlight on a Broken Column|Civil Surgeon, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2579,129,129,1,"The moonlight was fading to yellow",,Religion,,TRUE,,,2423,"Sayedpur in Tamas",34,Tamas,,
2582,129,129,2,"A light still burned in the gurdwara",,Religion,,TRUE,1245|1234|2584|149,"Chief of congregation, Sardar Teja Singh in Tamas|Singh, Kishan in Tamas|4 members of, War Committee in Tamas|Sikh, Nihang in Tamas",2426,"Gurudwara in Tamas",34,Tamas,,
2583,51,52,2,"The men were confused as they emerged from the bungalow",,Religion,Interpersonal,,2398|722|2536|2402|622|618,"Narayan, Lala Lakshmi in Tamas|Sikh Gentlemen, who came with the leaders of the Hindu Organizations in the city, Unknown in Tamas|Bakhshi, Bakhsh, Raghunath and others, Unknown in Tamas|Bakhsh, Hayat in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee secretary, Bakhshi in Tamas",2587,"Outside the DC's House in Tamas",34,Tamas,,
2585,129,129,3,"As daylight spread, kites and crows began to fly about",,Religion,,TRUE,,,2423,"Sayedpur in Tamas",34,Tamas,,
2588,129,129,4,"The fat butcher’s eldest son snuck up behind the gurdwara",,Religion,,TRUE,2589,"Butcher's, Son in Tamas",2426,"Gurudwara in Tamas",34,Tamas,,
2593,129,129,5,"there was astrange sound in the air: a deep buzzing",,Religion,,TRUE,2589|1245|1234|2594,"Butcher's, Son in Tamas|Chief of congregation, Sardar Teja Singh in Tamas|Singh, Kishan in Tamas|Sheik's house, People in in Tamas",2423,"Sayedpur in Tamas",34,Tamas,,
2596,129,130,5,"It was an airplane",,Religion,,TRUE,2597|2589|2598|1234,"White soldier, Pilot in Tamas|Butcher's, Son in Tamas|Unknown, Boy in Tamas|Singh, Kishan in Tamas",2426,"Gurudwara in Tamas",34,Tamas,2599,"Jackson, Captain in Tamas"
2600,193,194,1,"Tea had hardly finished when the",,Nation|Religion,,,325|321|1083,"Agarwal, Sita in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Waliuddin, Sheikh in Sunlight on a Broken Column",1922,"Tennis Court in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2601,130,130,1,"It was an airplane",,Religion,,TRUE,1234|2597|2594,"Singh, Kishan in Tamas|White soldier, Pilot in Tamas|Sheik's house, People in in Tamas",2423,"Sayedpur in Tamas",34,Tamas,,
2602,198,199,1,"When I returned Kemal had",,,,,910|321,"Hasan, Kemal in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2606,120,130,2,"Teja Singh was thinking he’d have to get to the city",,,,TRUE,1245,"Chief of congregation, Sardar Teja Singh in Tamas",2426,"Gurudwara in Tamas",34,Tamas,167,"Deputy Commissioner, Richard in Tamas"
2610,83,83,1,"Dev Dutt had bathed and was standing in front of his house",,,,,146,"Dutt, Dev in Tamas",2616,"Dev Dutt's house in Tamas",34,Tamas,2402|618|2613|2614,"Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas|Ram, Raja in Tamas|Nath, Ram in Tamas"
2611,130,130,2,"Teja Singh was thinking he’d have to get to the city quickly",,Religion,,TRUE,1245,"Chief of congregation, Sardar Teja Singh in Tamas",2426,"Gurudwara in Tamas",34,Tamas,167,"Deputy Commissioner, Richard in Tamas"
2615,130,130,3,"The fat butcher’s son standing behind the gurdwara poured",,Religion,,TRUE,2589,"Butcher's, Son in Tamas",2426,"Gurudwara in Tamas",34,Tamas,,
2617,83,84,2,"'Who's there? Dev Dutt?'",,,,,146|2618|2620,"Dutt, Dev in Tamas|Dev Dutt's Father, Unknown in Tamas|Dev Dutt's mother, Unknown in Tamas",2616,"Dev Dutt's house in Tamas",34,Tamas,,
2619,130,130,4,"airplane circled over the town three times",,Religion,Religion,TRUE,,,2423,"Sayedpur in Tamas",34,Tamas,,
2621,130,130,5,"The caretaker and the Nihang Sikh set about cleaning",,,,,149|2632,"Sikh, Nihang in Tamas|Unknown, Caretaker in Tamas",2426,"Gurudwara in Tamas",34,Tamas,,
2623,84,84,1,"By then, Dev Dutt had already reached the chowk.",,Religion,Religion,,146|713,"Dutt, Dev in Tamas|Muslims, Unknown in Tamas",2624,"Unknown Chowk in Tamas",34,Tamas,,
2626,84,84,2,"The man lying in the street ahead was not altogether dead.",,Religion,,,146|2628,"Dutt, Dev in Tamas|Fateh Chand Wood Depot, Kashmiri, Unknown, Dying Muslim in Tamas",2624,"Unknown Chowk in Tamas",34,Tamas,,
2629,84,85,3,"Tje [artu pffoce was covered with flags.",,Nation,Class,,146|2630|2631|2633,"Dutt, Dev in Tamas|Comrade, Aziz in Tamas|Muslim Comrade, Unknown in Tamas|Comrade 2, Unknown in Tamas",2634,"Communist Party Office in Tamas",34,Tamas,,
2636,85,85,1,"The meeting began. The first item was 'The state of the city'.",,,Nation,,146|2630|2633,"Dutt, Dev in Tamas|Comrade, Aziz in Tamas|Comrade 2, Unknown in Tamas",2634,"Communist Party Office in Tamas",34,Tamas,2637|2638|2411|2402|618,"Comrade, Jagdish in Tamas|Ali, Qurban in Tamas|Nawaz, Shah in Tamas|Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas"
2639,130,130,6,"Meanwhile, the mosque was also being cleaned, under order of the Sheikh",,,,TRUE,,,726,"Mosque in Tamas",34,Tamas,1241,"Rasool, Sheikh Ghulam in Tamas"
2640,85,86,2,"But after the meeting, Dev Dutt and Aziz",,Religion,,,146|2630,"Dutt, Dev in Tamas|Comrade, Aziz in Tamas",211,"THE CITY in Tamas",34,Tamas,2402,"Bakhsh, Hayat in Tamas"
2641,86,86,1,"And there really was a meeting at Hayat Bakhsh's house",,Religion,,,2402|618|146|2642|2643,"Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas|Dutt, Dev in Tamas|Congress Worker at Hayat Bakhsh's house 1, Unknown in Tamas|Congress Worker at Hayat Bakhsh's house 2, Unknown in Tamas",2644,"Hayat Bakhsh's house in Tamas",34,Tamas,,
2646,86,86,2,"Then people grew tired, and Hayat Bakhsh's son",,Religion,,,2402|618|2647|146|2630,"Bakhsh, Hayat in Tamas|Congress Committee secretary, Bakhshi in Tamas|Hayat Bakhsh's son, Unknown in Tamas|Dutt, Dev in Tamas|Comrade, Aziz in Tamas",2644,"Hayat Bakhsh's house in Tamas",34,Tamas,,
2648,86,86,3,"a riot had broken out in the labourer's colony",,Religion,,,2649,"Sikh carpenters, dead, Unknown in Tamas",2650,"Ratta in Tamas",34,Tamas,,
2651,86,86,4,"But when he managed to somehow get back to the office",,,,,146|2618,"Dutt, Dev in Tamas|Dev Dutt's Father, Unknown in Tamas",2634,"Communist Party Office in Tamas",34,Tamas,2620|2614,"Dev Dutt's mother, Unknown in Tamas|Nath, Ram in Tamas"
2652,86,87,5,"That same afternoon, there was another death.",,Religion,,,628|2654,"Congress Committee Member (part of singing group), The General in Tamas|Bystanders in Committee Mohalla, Unknown in Tamas",2653,"Committee Mohalla in Tamas",34,Tamas,951|1260,"Congress Committee Member, Jawaharlal Nehru in Tamas|Congress Committee Member, Mahatma Gandhi in Tamas"
2658,52,52,1,"In the meantime, the other three men",,Religion,Religion,,2398|2659|767|2402|1590|618|2661,"Narayan, Lala Lakshmi in Tamas|Hakim Ghani, Abdul in Tamas|Sikh Gentleman, who reports that a deputation has gone to meet the Deputy Commissioner, Unknown in Tamas|Bakhsh, Hayat in Tamas|Tonga Driver, Unknown in Tamas|Congress Committee secretary, Bakhshi in Tamas|Sardar Singh, Bhishan in Tamas",2587,"Outside the DC's House in Tamas",34,Tamas,,
2662,52,52,2,"Lakshmi Narayan, walking along in the very back, hoped",,Religion,Religion,,2398|2402,"Narayan, Lala Lakshmi in Tamas|Bakhsh, Hayat in Tamas",2587,"Outside the DC's House in Tamas",34,Tamas,,
2663,52,53,3,"Bakhshi, seated in the tonga, felt very distressed",,Religion,,,618|622,"Congress Committee secretary, Bakhshi in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas",2668,"On the way back to the city from the DC's house in Tamas",34,Tamas,167|2664|713|2665|2666|2667,"Deputy Commissioner, Richard in Tamas|Hindus of the ciy, Unknown in Tamas|Muslims, Unknown in Tamas|Ali, member of District Congress Committee, Mubarak in Tamas|A Congress Muslim, Muzaffar in Tamas|Hindu Sabha Members, Unknown in Tamas"
2669,53,53,1,"Go drown, Mehta, go drown in a handful of water",,Religion,Interpersonal,,618|622,"Congress Committee secretary, Bakhshi in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas",2668,"On the way back to the city from the DC's house in Tamas",34,Tamas,619|2659|2665|2670,"Ahmad, Congress Committee Member, Aziz in Tamas|Hakim Ghani, Abdul in Tamas|Ali, member of District Congress Committee, Mubarak in Tamas|Unknown, Latif in Tamas"
2671,53,54,2,"The other four men were still walking down the hill",,Religion,Nation|Interpersonal|Religion,,2402|2458|2659|2661|2398,"Bakhsh, Hayat in Tamas|Maula, Dad in Tamas|Hakim Ghani, Abdul in Tamas|Sardar Singh, Bhishan in Tamas|Narayan, Lala Lakshmi in Tamas",2672,"in front of the Electricity Office in Tamas",34,Tamas,167,"Deputy Commissioner, Richard in Tamas"
2673,54,55,1,"At around twelve o’clock",,,,,169,"Richard's wife, Liza in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,167|2676|2677|209,"Deputy Commissioner, Richard in Tamas|wives of British Officers, Unknown in Tamas|Commissioner's wife, Unknown in Tamas|Deen, Richard & Liza's cook, Roshan in Tamas"
2678,55,56,1,"She went out to the veranda through the dining room door.",,,,,169|2679|209,"Richard's wife, Liza in Tamas|Lal, DC Richard's Office Clerk (Babu), Roshan in Tamas|Deen, Richard & Liza's cook, Roshan in Tamas",2541,"Deputy Commissioner's House in Tamas",34,Tamas,167,"Deputy Commissioner, Richard in Tamas"
2685,58,59,1,"At the tailor Khuda Bakhsh’s shop,",,,,,133|1638,"Bakhsh, Khuda in Tamas|Sardar Hakim Singh's wife, Unknown in Tamas",2412,"Shivala Bazaar in Tamas",34,Tamas,,
2688,66,66,1,"The lambardar felt a strong sense of guilt and was overcome with emotion. He got up and embraced Imam Baksh and started to cry loudly",,,Religion,TRUE,768|998,"Singh, Banta in Train to Pakistan|Baksh, Mullah Imam in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",,
2689,66,66,3,"Imam Baksh and his companions left the meeting in tears.",,,Religion,FALSE,998|2690,"Baksh, Mullah Imam in Train to Pakistan|Imam Baksh's Companions, Unknown in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",,
2691,66,66,4,"Before going round to other Muslim homes, Imam Baksh went to his own hut attached to the mosque",,,,FALSE,998,"Baksh, Mullah Imam in Train to Pakistan",1170,"Imam Baksh's House in Train to Pakistan",28,"Train to Pakistan",,
2692,66,66,5,"Nooran rubbed her face with her hands and stared at the wall. She did not know what to do.",,,,TRUE,118,"Nooran, Unknown in Train to Pakistan",1170,"Imam Baksh's House in Train to Pakistan",28,"Train to Pakistan",,
2693,66,66,7,"In most houses she could see the dim flickers of oil lamps. Some were packing; others were helping them to pack.",,,Religion,TRUE,118|806,"Nooran, Unknown in Train to Pakistan|Mano Majra Muslims, Unknown in Train to Pakistan",701,"Mano Majra in Train to Pakistan",28,"Train to Pakistan",,
2694,66,66,8,"Nooran shook the door of Jugga’s house.",,,,FALSE,118,"Nooran, Unknown in Train to Pakistan",938,"Juggut's House in Train to Pakistan",28,"Train to Pakistan",,
2696,67,67,1,"Nooran stood up and mumbled indistinctly, ‘Beybey.’",,Interpersonal,,,118,"Nooran, Unknown in Train to Pakistan",938,"Juggut's House in Train to Pakistan",28,"Train to Pakistan",1012,"Singh (Juggut's Mother), Beybey in Train to Pakistan"
2697,67,67,2,"Nooran began to cry. ‘We are going away tomorrow.’",,,,TRUE,118,"Nooran, Unknown in Train to Pakistan",938,"Juggut's House in Train to Pakistan",28,"Train to Pakistan",,
2698,67,67,3,"‘Get out, you bitch!’ the old woman hissed. ‘You, a Muslim weaver’s daughter, marry a Sikh peasant!",,Religion|Interpersonal|Class,,FALSE,118|1012,"Nooran, Unknown in Train to Pakistan|Singh (Juggut's Mother), Beybey in Train to Pakistan",938,"Juggut's House in Train to Pakistan",28,"Train to Pakistan",112,"Singh, Juggut in Train to Pakistan"
2699,67,67,5,"‘Beybey, I have Jugga’s child inside me. If I go to Pakistan they will kill it when they know it has a Sikh father.’",,Religion,,TRUE,1012|118,"Singh (Juggut's Mother), Beybey in Train to Pakistan|Nooran, Unknown in Train to Pakistan",938,"Juggut's House in Train to Pakistan",28,"Train to Pakistan",112,"Singh, Juggut in Train to Pakistan"
2700,68,68,3,"There was not much for Nooran to do",,,,TRUE,118,"Nooran, Unknown in Train to Pakistan",1170,"Imam Baksh's House in Train to Pakistan",28,"Train to Pakistan",,
2701,68,68,5,"The convoy went around Mano Majra looking for a lane wide enough to let their trucks in.",,,,TRUE,,,701,"Mano Majra in Train to Pakistan",28,"Train to Pakistan",,
2703,68,68,8,"Slowly the Muslims began to come out of their homes, driving their cattle and their bullock carts",,,Religion,TRUE,806,"Mano Majra Muslims, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",,
2705,69,69,1,"The rest of Mano Majra came out to see them off.",,,Religion|Interpersonal,TRUE,1445,"Mano Majra Sikhs, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2706,69,69,3,"""No, we will not touch anything. We will only look after their houses.""",,,Interpersonal|Religion,TRUE,768|1153,"Singh, Banta in Train to Pakistan|Muslim Officer, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2707,69,69,4,"‘Do not taunt us like this, Captain Sahib. We are brothers and will always remain brothers.’",,,Religion|Interpersonal,FALSE,768|1153,"Singh, Banta in Train to Pakistan|Muslim Officer, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2709,69,69,5,"The Muslim officer got on the jeep and addressed the crowd.",,,,TRUE,1153|1212,"Muslim Officer, Unknown in Train to Pakistan|Mano Majra Villagers, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",,
2710,70,70,1,"Before the Sikh could answer, a babel of protests burst from all sides.",,,Religion,TRUE,1155|1212,"Sikh Officer, Unknown in Train to Pakistan|Mano Majra Villagers, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",,
2711,131,131,1,"Coming out onto the streets in the city",,,,TRUE,2719|2720,"Guards, 4 Armed in Tamas|Army, The in Tamas",211,"THE CITY in Tamas",34,Tamas,,
2712,70,70,2,"‘I give you five minutes to get into the trucks with just as much luggage as you can carry in your hands.'",,Interpersonal,,TRUE,1153|806|1445,"Muslim Officer, Unknown in Train to Pakistan|Mano Majra Muslims, Unknown in Train to Pakistan|Mano Majra Sikhs, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",,
2713,70,70,3,"Truck engines were started. Pathan soldiers rounded up the Muslims,",,,,TRUE,1154|806,"Pathan Soldiers, Unknown in Train to Pakistan|Mano Majra Muslims, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",,
2714,59,60,1,"A man stood on the ladder",,,,,1639|133,"Gurkha Chowkidar, Rambali in Tamas|Bakhsh, Khuda in Tamas",2412,"Shivala Bazaar in Tamas",34,Tamas,,
2715,70,70,4,"The Sikhs watched them till they were out of sight.",,,Religion,TRUE,1445,"Mano Majra Sikhs, Unknown in Train to Pakistan",1218,"Peepul Tree near the Temple in Train to Pakistan",28,"Train to Pakistan",806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2716,60,61,1,"The thread of conversation began with the incident",,,,,659|1644|1658,"Khan, Karim in Tamas|Unknown, Jilani in Tamas|Men sitting at Naan Shop, Unknown in Tamas",2416,"Fazal Din's Naan Shop in Tamas",34,Tamas,,
2717,62,62,1,"In the midst of this, a tonga came and stopped",,,,,1653,"Congress Announcer, Shankar in Tamas",2416,"Fazal Din's Naan Shop in Tamas",34,Tamas,,
2718,63,63,1,"Just then, there was another disturbance in the street",,,,,1657|1257|1658,"Sahab, Pir in Tamas|Naanbai, Unknown in Tamas|Men sitting at Naan Shop, Unknown in Tamas",2416,"Fazal Din's Naan Shop in Tamas",34,Tamas,,
2721,131,131,2,"The news had spread by word of mouth",,,,TRUE,167|2722|2723|2724,"Deputy Commissioner, Richard in Tamas|Magistrate, City in Tamas|Armoured vehicles, Armed guards in in Tamas|Unknown, Shopkeepers in Tamas",211,"THE CITY in Tamas",34,Tamas,,
2725,131,131,3,"It was said that two camps were opening up",,,Nation,TRUE,,,211,"THE CITY in Tamas",34,Tamas,167,"Deputy Commissioner, Richard in Tamas"
2726,131,131,4,"A continuous stream of villagers visited the Congress-run relief",,Nation,Nation,TRUE,2727|167|2540,"Stream of, Villagerss in Tamas|Deputy Commissioner, Richard in Tamas|Professor, Raghunath in Tamas",2728,"Congress Run Relief in Tamas",34,Tamas,,
2729,131,132,5,"Out on his rounds, Richard’s jeep had stopped",,,Class,TRUE,167|2730|2731,"Deputy Commissioner, Richard in Tamas|Health Officer, Mr Kapoor in Tamas|Health Officer's Wife, Mrs Kapoor in Tamas",2732,"Health Officer, Mr Kapoor's house in Tamas",34,Tamas,,
2733,132,132,1,"In the village where the women and children",,Class,,TRUE,2734|2743,"Unknown Dead by drowning, Women in Tamas|Unknown Dead, Children in Tamas",2423,"Sayedpur in Tamas",34,Tamas,,
2735,147,147,1,"In the meantime, Lala Lakshmi Narayan was asking Hayat Baksh",,Religion,,TRUE,2398|2402,"Narayan, Lala Lakshmi in Tamas|Bakhsh, Hayat in Tamas",2523,"Christian College in Tamas",34,Tamas,796,"Chairman's Son, Ranvir in Tamas"
2736,147,147,2,"Two chaprasis from the college were sitting",,Class,,TRUE,2737|2738,"Christian's College Chaprasi 1, Unknown in Tamas|Christian College's Chaprasi 2, Unknown in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2739,147,148,3,"Just then, a debate broke out between a young member",,Nation|Religion,,TRUE,2740|2741,"Young Member of Muslim League, Unknown in Tamas|Young Member of Congress, Unknown in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2744,132,132,2,"‘What do you think about cremating the dead?",,,Class,TRUE,2730|167|2745,"Health Officer, Mr Kapoor in Tamas|Deputy Commissioner, Richard in Tamas|Municipal, Committee in Tamas",2746,"Outside Health Officer Kapoor's house in Tamas",34,Tamas,,
2749,148,149,1,"Lucas Sahib began to speak: 'I think, right now, we should all get together",,,Religion,TRUE,2751|2411|146|2398,"Principal of Christian College, Lucas Sahib in Tamas|Nawaz, Shah in Tamas|Dutt, Dev in Tamas|Narayan, Lala Lakshmi in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2750,132,133,3,"Ten minutes later, he was giving details on the government’s relief work",,,Nation,TRUE,167|1496|146|618|2760|2398,"Deputy Commissioner, Richard in Tamas|Lal, Manohar in Tamas|Dutt, Dev in Tamas|Congress Committee secretary, Bakhshi in Tamas|Unknown belonging to socialist, Congress and Secret Police, Man in Tamas|Narayan, Lala Lakshmi in Tamas",137,"Relief Committee Office in Tamas",34,Tamas,2757,"City Elected, Officials in Tamas"
2755,149,149,1,"At this, Master Ram Das stood up and said",,Religion,,TRUE,620|1496|136|2759,"Congress Committee Member (part of singing group), Master Ramdas in Tamas|Lal, Manohar in Tamas|Relief Committee, Statistics Babu in Tamas|Congress Candidate, Mangal Sen in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2758,64,65,1,"Suddenly, the fakir sat up and stared back at Nathu.",,,,,1265|185,"Fakir, Unknown in Tamas|Servant to Murad Ali, Nathu in Tamas",617,"Bara Bazaar in Tamas",34,Tamas,,
2761,149,150,2,"The matter hadn't yet been decided",,,Religion,TRUE,146|1496|1647|2759|618,"Dutt, Dev in Tamas|Lal, Manohar in Tamas|Ali, Murad in Tamas|Congress Candidate, Mangal Sen in Tamas|Congress Committee secretary, Bakhshi in Tamas",2762,"Peace Bus in Tamas",34,Tamas,,
2763,133,133,1,"The Relief Committee members were just getting up when",,,Nation,TRUE,2756|1496|618|2767,"Committee Members, Relief in Tamas|Lal, Manohar in Tamas|Congress Committee secretary, Bakhshi in Tamas|Unknown, Activist in Tamas",137,"Relief Committee Office in Tamas",34,Tamas,1260|2765|2766,"Congress Committee Member, Mahatma Gandhi in Tamas|League, Muslim in Tamas|Committee, Congress in Tamas"
2768,134,134,1,"While Richard was making the rounds in the city",,,,TRUE,167,"Deputy Commissioner, Richard in Tamas",211,"THE CITY in Tamas",34,Tamas,,
2769,134,134,2,"Liza was going mad with boredom",,Interpersonal,,FALSE,169|2770,"Richard's wife, Liza in Tamas|The cook at DC's house, The bearer in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,,
2771,134,134,3,"And then she’d return to the dining room with a faint groan",,Interpersonal,,FALSE,169,"Richard's wife, Liza in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,,
2772,134,134,4,"Richard returned at around eight o’clock.",,Interpersonal,,FALSE,167|169,"Deputy Commissioner, Richard in Tamas|Richard's wife, Liza in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,,
2773,134,134,5,"When he was transferred here he’d got this sofa from Commissioner Lawrence",,,,,2774|2775|2776,"Commissioner, Lawrence in Tamas|Commissioner Lawrence's, Wife in Tamas|Unknown Young, Captain in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,167|169,"Deputy Commissioner, Richard in Tamas|Richard's wife, Liza in Tamas"
2777,135,136,1,"Liza woke up when they reached the bedroom",,Interpersonal,,FALSE,169|167,"Richard's wife, Liza in Tamas|Deputy Commissioner, Richard in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,2731|2734,"Health Officer's Wife, Mrs Kapoor in Tamas|Unknown Dead by drowning, Women in Tamas"
2778,108,108,1,"Aunt Abida had become very quiet and spent a longer time",,,,,315,"Hasan, Abida in Sunlight on a Broken Column",2779,"Mosque in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2780,108,111,2,"There was silence while Uncle Hamid took his pouch",,,,,321|318|416|317|316|488|487,"Hasan, Hamid in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column",2166,"Hasan family house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",1962,"Hasan, Mohsin in Sunlight on a Broken Column"
2781,65,66,2,"Just then, he saw Murad Ali walking towards him",,,,,1647|185,"Ali, Murad in Tamas|Servant to Murad Ali, Nathu in Tamas",617,"Bara Bazaar in Tamas",34,Tamas,,
