"Character H-ID","Family name","Given name(s)",Nickname,"Page First Mentioned",Gender,Number,Religion,"Religious attribution","Religious conversion",Vitality,"Cause of death",Non-human,"Country of birth"
2556,"British Government",Unknown,,50,Nonbinary,Group,Christian,Nominal,,,,,
2558,"Band of",Sikhs,,128,Unknown,Group,Sikh,,,,,,
2563,"Sahib, Police Officer",Robert,,50,Male,Single,Christian,Definitional,,,,,
2564,"Group of Unknown","Sacrificing women",,128,Female,Group.Female-dominant,Sikh,Definitional,,,,,
2565,"Hindu Landlord",Unknown,,50,Male,Single,Hindu,Nominal,,,,,
2566,Wife,"Hari Singh's",,128,Female,Single,Sikh,Nominal,,,,,
2567,"Deva Singh's",wife,,128,Female,Single,Sikh,Nominal,,,,,
2568,"Muslim Tenant Family",Unknown,,50,Nonbinary,Group,Muslim,Nominal,,,,,
2569,"Gyan Singh's",Wife,,128,Female,Single,Sikh,Nominal,,,,,
2572,"Hari Singh's","4 year old son",,128,Male,Single,Sikh,Nominal,,,,,
2573,"Deva Singh's",Baby,,128,Unknown,Single,Sikh,Nominal,,,,,
2574,"Prem Singh's",Son,,128,Male,Single,Sikh,Nominal,,,,,
2576,"Man Talking to the Chaprasi",Unknown,,51,Male,Single,Hindu,Speculation,,,,,
2581,"People Running in the Street",Unknown,,51,Unknown,Group,Unknown,,,,,,
2584,"4 members of","War Committee",,129,Male,Group,Sikh,Nominal,,,,,
2586,"Aunt Abida's mother-in-law",Unknown,,204,Female,Single,Muslim,Speculation,,,,,
2589,Butcher's,Son,,129,Male,Single,Muslim,Definitional,,,,,
2594,"Sheik's house","People in",,129,Unknown,Group,Muslim,Nominal,,,,,
2597,"White soldier",Pilot,,129,Male,Single,Unknown,,,,,,
2598,Unknown,Boy,,129,Male,Single,Unknown,,,,,,
2599,Jackson,Captain,,130,Male,Single,Unknown,,,,,,
2613,Ram,Raja,,83,Male,Single,Hindu,Nominal,,,,,
2614,Nath,Ram,,83,Male,Single,Hindu,Nominal,,,,,
2618,"Dev Dutt's Father",Unknown,,83,Male,Single,Hindu,Nominal,,,,,
2620,"Dev Dutt's mother",Unknown,,83,Female,Single,Hindu,Nominal,,,,,
2628,"Fateh Chand Wood Depot, Kashmiri","Unknown, Dying Muslim",,84,Male,Single,Muslim,Other-identified,,,,,
2630,Comrade,Aziz,,84,Male,Single,Muslim,Nominal,,,,,
2631,"Muslim Comrade",Unknown,,84,Male,Single,Muslim,Definitional,,,,,
2632,Unknown,Caretaker,,130,Male,Single,Sikh,Definitional,,,,,
2633,"Comrade 2",Unknown,,84,Male,Single,Unknown,,,,,,
2637,Comrade,Jagdish,,83,Male,Single,Unknown,,,,,,
2638,Ali,Qurban,,85,Male,Single,Muslim,Nominal,,,,,
2642,"Congress Worker at Hayat Bakhsh's house 1",Unknown,,85,Unknown,Single,Unknown,,,,,,
2643,"Congress Worker at Hayat Bakhsh's house 2",Unknown,,86,Unknown,Single,Unknown,,,,,,
2647,"Hayat Bakhsh's son",Unknown,,86,Male,Single,Hindu,Nominal,,,,,
2649,"Sikh carpenters, dead",Unknown,,86,Unknown,Group,Sikh,"Other-identified.Narrator other-attributed",,,,,
2654,"Bystanders in Committee Mohalla",Unknown,,87,Male,Mob,Unknown,,,,,,
2659,"Hakim Ghani",Abdul,,52,Male,Single,Muslim,Nominal,,,,,
2661,"Sardar Singh",Bhishan,,52,Male,Single,Sikh,Nominal,,,,,
2664,"Hindus of the ciy",Unknown,,52,Nonbinary,Group,Hindu,Definitional,,,,,
2665,"Ali, member of District Congress Committee",Mubarak,,52,Male,Single,Muslim,Definitional,,,,,
2666,"A Congress Muslim",Muzaffar,,53,Male,Single,Muslim,Definitional,,,,,
2667,"Hindu Sabha Members",Unknown,,53,Unknown,Group.Male-dominant,Hindu,Definitional,,,,,
2670,Unknown,Latif,,53,Male,Single,Muslim,Definitional,,,,,
2676,"wives of British Officers",Unknown,,55,Female,Group.Female-dominant,Christian,Speculation,,,,,
2677,"Commissioner's wife",Unknown,,55,Female,Single,Christian,Speculation,,,,,
2679,"Lal, DC Richard's Office Clerk (Babu)",Roshan,,55,Male,Single,Hindu,Definitional,,,,,
2690,"Imam Baksh's Companions",Unknown,,64,Male,Group,Muslim,Definitional,,,,,
2719,Guards,"4 Armed",,131,Male,Group.Male-dominant,Unknown,,,,,,
2720,Army,The,,131,Unknown,Group,Unknown,,,,,,
2722,Magistrate,City,,131,Male,Single,Unknown,,,,,,
2723,"Armoured vehicles","Armed guards in",,131,Male,Group,Unknown,,,,,,
2724,Unknown,Shopkeepers,,131,Unknown,Group,Unknown,,,,,,
2727,"Stream of",Villagerss,,131,Unknown,Group,Unknown,,,,,,
2730,"Health Officer","Mr Kapoor",,131,Male,Single,Hindu,Nominal,,,,,
2731,"Health Officer's Wife","Mrs Kapoor",,131,Female,Single,Hindu,Nominal,,,,,
2734,"Unknown Dead by drowning",Women,,132,Female,Group.Female-dominant,Unknown,,,,,,
2737,"Christian's College Chaprasi 1",Unknown,,147,Male,Single,Unknown,,,,,,
2738,"Christian College's Chaprasi 2",Unknown,,147,Male,Single,Unknown,,,,,,
2740,"Young Member of Muslim League",Unknown,,148,Male,Single,Muslim,Definitional,,,,,
2741,"Young Member of Congress",Unknown,,148,Male,Single,Hindu,Definitional,,,,,
2743,"Unknown Dead",Children,,132,Unknown,Group,Unknown,,,,,,
2745,Municipal,Committee,,132,Unknown,Group,Unaffiliated,,,,,,
2751,"Principal of Christian College","Lucas Sahib",,147,Male,Single,Christian,"Other-identified.Narrator other-attributed",,,,,
2756,"Committee Members",Relief,,132,Unknown,Group,Unaffiliated,,,,,,
2757,"City Elected",Officials,,132,Unknown,Group,Unknown,,,,,,
2759,"Congress Candidate","Mangal Sen",,146,Male,Single,Hindu,Speculation,,,,,
2760,"Unknown belonging to socialist, Congress and Secret Police",Man,,133,Male,Single,Unknown,,,,,,
2765,League,Muslim,,133,Unknown,Group,Muslim,Nominal,,,,,
2766,Committee,Congress,,133,Unknown,Group,Unaffiliated,,,,,,
2767,Unknown,Activist,,133,Unknown,Single,Unknown,,,,,,
2770,"The cook at DC's house","The bearer",,134,Male,Single,Unknown,,,,,,
2774,Commissioner,Lawrence,,134,Male,Single,Unknown,,,,,,
2775,"Commissioner Lawrence's",Wife,,134,Female,Single,Unknown,,,,,,
2776,"Unknown Young",Captain,,134,Male,Single,Unknown,,,,,,
2791,unknown,gossipers,,84,Unknown,Group,Unknown,,,,,,
2792,Unknown,Mourners,,84,Unknown,Group,Unknown,,,,,,
2793,Unknown,"Laila's aunts",,85,Female,Group,Muslim,,,,,,
2795,Unknown,"Saira's Indian friends",,87,Unknown,Group,Muslim,,,,,,
2796,Unknown,"The men",,87,Male,Group,Muslim,,,,,,
2797,Unknown,"Laila's ancestors",,87,Unknown,Group,Muslim,,,,,,
2799,Unknown,"Laila's grandfather",,88,Male,Single,Muslim,,,,,,
2845,"Laila's child",Unknown,,290,Unknown,Single,Muslim,"Other-identified.Character other-attributed",,,,,
2857,Architect,Unknown,,292,Male,Single,Unknown,,,,,,
2860,Americans,Unknown,,292,Unknown,Group,Christian,Speculation,,,,,
2861,"Beggar-girls and boys",Unknown,,292,Unknown,Group,Unknown,,,,,,
2863,"Father of Nandi's child",Unknown,,293,Male,Single,Unknown,,,,,,
2865,"Nandi's son",Unknown,,293,Male,Single,Hindu,"Other-identified.Character other-attributed",,,,,
2891,"Muslims of Sakkar",Unknown,,54,Unknown,Faction,Muslim,Definitional,,,,,Pakistan
2927,Unknown,Watchman,,297,Male,Single,Unknown,,,,,,
2928,Unknown,"The king's favourite wife",,88,Female,Single,Unknown,,,,,,
2929,unknown,"Children in the park",,89,Unknown,Group,Unknown,,,,,,
2930,Unknown,Washermen,,91,Male,Group,Unknown,,,,,,
2932,Unknown,Contestants,,91,Unknown,Group,Unknown,,,,,,
2933,Unknown,Aurangzeb,,92,Male,Single,Muslim,,,,,,
2934,Unknown,Nawab-Viziers,,92,Male,Group,Muslim,,,,,,
2939,"Raja of Bhimnagar's coolies",Unknown,,181,Male,Group.Male-dominant,Unknown,,,,,,
2952,"Civil Surgeon",Unknown,,204,Male,Single,Unknown,,,,,,
2963,Sahukars,"Pooro's brother",,2,Male,Single,Hindu,"Other-identified.Character other-attributed",,,,,Pakistan
3031,"3 Armed Policemen (with Head Constable)",Unknown,,59,Male,Group.Male-dominant,Sikh,Speculation,,,,,
3035,Unknown,Ranjit,,300,Male,Single,Unknown,,,,,,
3036,Unknown,"Ranjit's Wife",,300,Female,Single,Unknown,,,,,,
3037,Unknown,"Ranjit's Mother",,300,Female,Single,Unknown,,,,,,
3038,Unknown,Unknown,,301,Male,Group,Unknown,,,,,,
3039,Unknown,Unknown,,301,Male,Single,Sikh,Speculation,,,,,
3040,Unknown,Unknown,,301,Male,Single,Sikh,Speculation,,,,,
3041,Unknown,Sita,,304,Female,Single,Unknown,,,,,,
3097,Sauhakar,"Unkown (grandfather)",,11,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,Pakistan
3100,Shaikh,Unkown,,11,Male,Group.Male-dominant,Muslim,"Other-identified.Character other-attributed",,,,,
3102,Shaikh,Unkown,,11,Female,Single,Muslim,"Other-identified.Character other-attributed",,,,,
3172,Narrator,Unknown,,25,Male,Single,Unknown,,,,,,
3173,Englishman,Unknown,,25,Male,Single,Unknown,,,,,,UK
3201,Singh,Ishwar,,17,Male,Single,Sikh,Nominal,,,,,
3215,Englishman,Unknown,,25,Male,Single,Christian,Speculation,,,,,
3221,Blacksmith,Dina,,16,Male,Single,Muslim,Self-identified,,,,,
3229,Kaur,Kalwant,,1,Female,Single,Sikh,Nominal,,,,,
3232,"Father of Sakina",Sirajuddin,,8,Male,Single,Muslim,,,,,,
3235,"Attacking Gang",Unknown,,21,Unknown,Mob,Unknown,,,,,,
3237,"Ordinary boy, cycle shop owner",S,,36,Male,Mob,Unknown,Definitional,,,,,
3246,Hai,Basharat,,12,Male,Single,Muslim,Definitional,,,,,
3247,"151 passengers",Unknowns,,25,Unknown,Mob,Unknown,,,,,,
3248,Singh,Nihal,,20,Male,Single,Sikh,Nominal,,,,,
3254,crowd,unknown,,25,Unknown,Mob,Unknown,,,,,,
3255,"Daughter of Sirajuddin",Sakina,,8,Female,Single,Muslim,,,,,,
3256,Girl,Unknown,,20,Female,Single,Muslim,"Other-identified.Character other-attributed",,,,,
3258,Smith,Colonel,,26,Male,Single,Christian,Speculation,,,,,
3259,Narang,"Nanak Singh",,44,Male,Single,Sikh,Definitional,,,,,India
3263,"Mother of Sakina","Sakina's mother",,8,Female,Single,Muslim,,,,,,
3264,"The doctor at Sirajuddin's camp",Unknown,,10,Male,Single,Muslim,Speculation,,,,,
3265,Smith,Grandma,,26,Female,Single,Christian,Speculation,,,,,
3266,Miss,"Miss M",,37,Female,Single,Muslim,Speculation,,,,,
3271,"First rescuers of Sakina","Young men",,9,Male,Group,Unknown,,,,,,
3288,Varaich,"Khuda Baksh",,35,Male,Single,Sikh,Nominal,,,,,
3294,Hai,"Mian Abdul Hai, Mian Sahib, the judge",,11,Male,Single,Muslim,Nominal,,,,,
3302,Jinnah,"Muhammad Ali, Quaid-e-Azam",,1,Male,Single,Muslim,Nominal,,,,,
3307,Singh,"Jamadar Harnam",,22,Male,Single,Sikh,Speculation,,,,,India
3308,Crowd,Lahore,,26,Unknown,Mob,Unknown,,,,,,
3310,Hai,Sughra,,11,Female,Single,Muslim,"Other-identified.Character other-attributed",,,,,
3312,Driver,"Peshawari Tonga",,27,Male,Single,Unknown,,,,,,
3313,Singh,Gurmukh,,14,Male,Single,Sikh,,,,,,
3317,Aunt,Unknown,,44,Female,Single,Sikh,Other-identified,,,,,India
3318,Hussain,"Dr. Ghulam Hussain",,12,Male,Single,Muslim,,,,,,
3319,Hussain,Sabir,,27,Male,Single,Muslim,Nominal,,,,,
3321,Singh,Santokh,,15,Male,Single,Sikh,,,,,,
3323,Mal,"Dr. Goranditta Mai",,12,Unknown,Single,Unknown,,,,,,
3326,Rahim,Abdul,,27,Male,Single,Muslim,Nominal,,,,,
3334,assistant,Shafiq,,28,Male,Single,Muslim,Nominal,,,,,
3337,Sattar,Abdul,,28,Male,Single,Muslim,Nominal,,,,,Pakistan
3343,Kaur,Roop,,4,Female,Single,Sikh,Nominal,,,,,
3347,"Murdered Men",Unknown,,21,Male,Group.Male-dominant,Unknown,,,,,,
3348,artisans,muslim,,28,Unknown,Group,Muslim,"Other-identified.Narrator other-attributed",,,,,
3351,Servant,Akbar,,11,Male,Single,Muslim,,,,,,
3355,Sattar,Father,,29,Male,Single,Muslim,Nominal,,,,,
3356,Singh,Bishen,"Toba Tek Singh",4,Male,Single,Sikh,"Other-identified.Narrator other-attributed",,,,,
3358,Sattar,Grandfather,,29,Male,Single,Muslim,Nominal,,,,,
3385,Singh,Banta,,23,Male,Single,Hindu,Speculation,,,,,
3387,Singh,Ganda,,22,Male,Single,Hindu,Speculation,,,,,
3424,"Friend of Sadaat",Sheikhoo,,43,Male,Single,Muslim,Speculation,,,,,India
3425,Ali,"Shahzada Ghulam","Ghulam Ali",44,Male,Single,Muslim,Definitional,,,,,India
3427,Manto,Sadaat,,43,Male,Single,Muslim,Definitional,,,,,India
3431,"Wife of Shahzada Ghulam Ali",Nigar,,47,Female,Single,Muslim,"Other-identified.Character other-attributed",,,,,India
3432,"Mentor of Shahzada Ghulam Ali",Babaji,,47,Male,Single,Muslim,Definitional,,,,,India
3434,"Friend of Babaji","Hari Ram",,47,Male,Single,Muslim,Speculation,,,,,India
3438,"Kashmiri Pandit Girl",Kamal,,48,Female,Single,Muslim,Speculation,,,,,India
3440,General,Dyer,,51,Male,Single,Christian,Definitional,,,,,"British India"
3442,"Teacher of Narrator",unknown,,51,Male,Single,Muslim,Speculation,,,,,India
3444,"Manto, Father of Narrator",unknown,,44,Male,Single,Muslim,Definitional,,,,,India
3452,"Child of Ghulam Ali",unknown,,54,Unknown,Single,Muslim,"Other-identified.Character other-attributed",,,,,India
3454,"Child of Ghulam Ali",unknown,,54,Unknown,Single,Muslim,"Other-identified.Character other-attributed",,,,,India
3455,"Four Men",Unknown,,16,Male,Group.Male-dominant,Sikh,Nominal,,,,,
3457,"Shop Assistant",unkown,,54,Male,Single,Hindu,Speculation,,,,,India
3464,Customer,unknown,,55,Male,Single,Hindu,Speculation,,,,,India
3472,Jhun,Jhun,,23,Nonbinary,Single,Unaffiliated,Definitional,,,,,Pakistan
3473,Khan,"Subedar Himmat",,24,Male,Single,Muslim,Definitional,,,,,Pakistan
3475,Soldier,Bashir,,24,Male,Single,Muslim,Definitional,,,,,Pakistan
3478,Soldier,Pakistan,,23,Male,Group.Male-dominant,Muslim,Definitional,,,,,Pakistan
3479,Soldier,India,,22,Male,Group.Male-dominant,Hindu,Definitional,,,,,India
3486,Blacksmith,Bashir,,18,Male,Single,Muslim,Self-identified,,,,,
3489,"Betrothal party","Ram Shah",,21,Male,Single,Unknown,Speculation,,,,,
3492,Blacksmith,"Bashir's mother",,18,Female,Single,Muslim,Self-identified,,,,,
3495,"Brahmin family",Tulsi,,21,Male,Single,Hindu,Self-identified,,,,,
3498,Commander,Platoon,,25,Male,Single,Muslim,Speculation,,,,,Pakistan
3500,"Brahmin Family","Brahmin's wife",,19,Female,Single,Hindu,Self-identified,,,,,
3510,"Betrothal party",Preeto,,21,Female,Single,Unknown,Speculation,,,,,
3518,"Muslim Mob","Great Warriors",,19,Male,Mob,Muslim,Definitional,,,,,
3521,Girls,Muslim,,73,Female,Group.Female-dominant,Muslim,Nominal,,,,,Pakistan
3524,Manto,"Saadat Hasan",,73,Male,Single,Unaffiliated,Self-identified,,,,,Pakistan
3528,Liaison,Officer,,73,Male,Single,Muslim,Speculation,,,,,Pakistan
3530,Woman,Old,,74,Female,Single,Muslim,Speculation,,,,,Pakistan
3531,Bhagbari,Husband,,76,Male,Single,Sikh,"Other-identified.Character other-attributed",,,,,India
3549,"Radio Engineer",Unknown,,2,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
3550,Singh,"Master Tara",,3,Male,Single,Sikh,"Other-identified.Narrator other-attributed",,,,,
3551,"Hindu Lawyer",Unknown,,3,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,
3552,"Anglo Indian Lunatics",Unknown,,3,Unknown,Group,Christian,Speculation,,,,,
3553,Din,Fazal,,5,Male,Single,Muslim,Other-identified,,,,,
3554,Singh,Balbir,"Toba Tek Singh",6,Male,Single,Sikh,Nominal,,,,,
3555,Singh,Vadhwa,,6,Male,Single,Sikh,Nominal,,,,,
3559,Kaur,Amrit,,6,Female,Single,Sikh,Nominal,,,,,
3575,Main,Tarlochan,,58,Male,Single,Sikh,"Other-identified.Character other-attributed",,,,,
3577,Kaur,Kirpal,,58,Female,Single,Sikh,Other-identified,,,,,
3578,"Muslim lunatics in India",Unknown,,1,Male,Group.Male-dominant,Muslim,"Other-identified.Narrator other-attributed",,,,,
3579,"Lunatics in Pakistan",Unknown,,1,Male,Group.Male-dominant,Hindu|Sikh,"Other-identified.Narrator other-attributed",,,,,
3581,"Government of India","Government of India",,1,Unknown,Group.Male-dominant,Hindu|Muslim|Sikh|Christian,Definitional,,,,,
3585,"Angry demonstartors",Students,,59,Unknown,Mob,Unknown,,,,,,
3591,Mohammad,"Gul Mohammad","Gul Mohammad Third-Timer",59,Male,Single,Muslim,Self-identified,,,,,
3592,"Government of Pakistan","Government of Pakistan",,1,Unknown,Group.Male-dominant,Muslim,Definitional,,,,,
3594,"Angry demonstrators","Students mob",,59,Unknown,Mob,Unknown,,,,,,
3595,"Narrator's father",Unknown,,64,Female,Single,Sikh,Self-identified,,,,,
3596,Police,Unknown,,59,Unknown,Group,Unknown,,,,,,
3597,Politicians,"Political activists",,59,Unknown,Mob,Unknown,,,,,,
3598,Tarlahi,"Mob of Muslims",,64,Unknown,Mob,Muslim,Definitional,,,,,
3600,Singh,"Master Suchet Singh,",,60,Male,Single,Sikh,,,,,,
3601,Travellers,"Pakistani citizens",,59,Unknown,Mob,Muslim,Self-identified,,,,,
3602,Headmaster,Unknown,,62,Unknown,Single,Unknown,,,,,,
3603,Narrator,Unknown,,59,Male,Single,Sikh,Self-identified,,,,,
3605,Mohammad,"Gul Mohammad's Father",,64,Male,Single,Muslim,,,,,,
3608,"Narrator's mother",Unknown,,63,Female,Single,Sikh,Self-identified,,,,,
3640,Class,Unknown,,60,Unknown,Group,Unknown,,,,,,
3651,"Guards at the Pakistan border","Pakistani guards",,7,Male,Group,Muslim,Speculation,,,,,
3663,Kaur,Unknown,,59,Female,Single,Sikh,,,,,,
3665,Kaur,Unknown,,59,Male,Single,Sikh,,,,,,
3666,unknown,"fat man",,59,Male,Single,Unknown,,,,,,
3669,SIngh,"Naranjan Singh",,59,Male,Single,Sikh,,,,,,
3670,Mozail,Mozail,,60,Female,Single,Jewish,,,,,,
3672,"Christian friend",Unknown,,60,Unknown,Single,Christian,,,,,,
3676,"Girls he would Pick Up",Unknown,,61,Female,Group.Female-dominant,Unknown,,,,,,
3678,"Muslim Lunatic 1",Unknown,,1,Unknown,Single,Muslim,Other-identified,,,,,
3681,"Sikh Lunatic 1",Unknown,,1,Unknown,Single,Sikh,Other-identified,,,,,
3682,"Sikh Lunatic 2",Unknown,,1,Male,Single,Sikh,Other-identified,,,,,
3684,"Muslim Lunatic 2",Unkown,,2,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
3685,"Mozail's Lovers and Friends",Unknown,,62,Unknown,Group,Unknown,,,,,,
3687,"Inmate 1",Unknown,,2,Male,Single,Unknown,,,,,,
3688,Barber,Unknown,,64,Male,Single,Unknown,,,,,,
3691,"Tarlochan’s friends in Poona",Unknown,,64,Unknown,Group,Unknown,,,,,,
3692,"Muslim Lunatic 3 (from Chaniot)",Unknown,,3,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
3694,"Old Lover",Unknown,,64,Male,Single,Unknown,,,,,,
3695,"Orthodox Muslims",Unknown,,55,Unknown,Group,Muslim,,,,,,
3697,"Sikh Lunatic 3",Unknown,,3,Male,Single,Sikh,"Other-identified.Narrator other-attributed",,,,,
3698,"Other Jewish Women",Unknown,,65,Female,Group.Female-dominant,Jewish,,,,,,
3700,Policeman,Unknown,,68,Male,Single,Unknown,,,,,,
3701,"Group of rioters",Unknown,,69,Unknown,Mob,Unknown,,,,,,
3702,"Rioter who speaks to Mozail",Unknown,,69,Male,Single,Unknown,,,,,,
3704,"Group of three rioters in Kirpal Kaur's Mohalla",Unknown,,69,Unknown,Mob,Unknown,,,,,,
3705,"Rioters banging at the door",Unknown,,71,Male,Mob,Unknown,,,,,,
3706,"Average Sikh Girls",Unknown,,60,Female,Group.Female-dominant,Sikh,,,,,,
3718,Nawaz,"Subedar Rab",,28,Male,Single,Muslim,Nominal,,,,,
3719,Aslam,Major,,1,Male,Single,Muslim,Nominal,,,,,
3803,Lunatics,"Speculators of whether Toba Tek Singh was in India or Pakistan",,4,Unknown,Group,Unknown,,,,,,
3804,Attendants,Older,,4,Unknown,Group,Unknown,,,,,,
3805,Singh,"Family (Bishen Singh's)",,5,Unknown,Group,Sikh,,,,,,
3807,Lunatic,"Called Himself God",God,5,Male,Single,Unknown,,,,,,
3809,Guard,"Tells Bishen about Fazal Din",,5,Male,Single,Unknown,,,,,,
3812,Lunatics,"In Bus",,6,Unknown,Group,Hindu,,,,,,
3814,Lunatics,"In Bus",,6,Unknown,Group,Sikh,,,,,,
3815,Officials,Armed,,6,Male,Group,Unknown,,,,,,
3832,Sattar,Sayadat,,30,Male,Single,Muslim,Speculation,,,,,Pakistan
3834,"Added by misrake and don't know how to delete","Jathedar Mukand Singh",,1,Male,Single,Sikh,,,,,,
3840,Army,"Old British Indian",,28,Male,Group.Male-dominant,Unknown,,,,,,
3844,Soldiers,German,,28,Male,Group.Male-dominant,Unknown,,,,,,
3847,Soldiers,Italian,,28,Male,Group.Male-dominant,Unknown,,,,,,
3848,"Muslim Soldiers","moved to Pakistan",,29,Male,Group.Male-dominant,Muslim,,,,,,
3849,Soldiers,Pakistani,,29,Male,Group.Male-dominant,Muslim,,,,,,
3850,Kashmiri,Muslims,,29,Unknown,Group,Muslim,,,,,,
3851,"Soldier 1",Pakistani,,30,Male,Single,Muslim,,,,,,
3853,Soldiers,Indian,,30,Male,Group.Male-dominant,Unaffiliated,,,,,,
3854,"Soldier 1",Indian,,31,Male,Single,Unknown,,,,,,
3857,"Soldier 2",Pakistani,,31,Male,Single,Muslim,,,,,,
3858,Singh,Ram,,32,Male,Single,Sikh,,,,,,
3859,Doctor,Generic,,34,Male,Single,Unknown,,,,,,
3860,Minitafanto,Madam,Maneater,35,Female,Single,Unknown,,,,,,
3861,Prophet,Holy,,35,Male,Single,Muslim,,,,,,
3862,Kaur,Nand,,38,Female,Single,Sikh,Nominal,,,,,
3863,Kaur,Jagiro,,38,Female,Single,Sikh,Nominal,,,,,
3865,Narang,Parduman,,45,Male,Single,Sikh,Definitional,,,,,India
3868,"Hindu rioters","The rioters",,9,Male,Group,Hindu,Speculation,,,,,
3869,"Second rescuers of Sakina","Four men",,10,Male,Group,Muslim,Speculation,,,,,
3875,Narrator,Unknown,,44,Male,Single,Sikh,Definitional,,,,,"British India"
3880,Unknown,"Shabir's Mother",,31,Female,Single,Muslim,Speculation,,,,,
3890,"Kirpa Ram",Pandit,,46,Male,Single,Sikh,Definitional,,,,,India
3896,Unknown,"Old Man",,31,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,
3900,Unknown,Naeem,,32,Male,Single,Muslim,Speculation,,,,,
3901,Unknown,Naheed,,32,Male,Single,Muslim,Speculation,,,,,
3902,Mussolini,Benito,,35,Male,Single,Atheist,,,,,,
3903,Unknown,Shabir,,32,Male,Single,Muslim,Speculation,,,,,
3904,"Pandit Kirpa Ram's wife",Unknown,,46,Female,Single,Sikh,Definitional,,,,,India
3907,Narrator's,Father,,32,Male,Single,Unknown,,,,,,
3930,,,,,,,,,,Dead,,,
3932,Jat,"Chanda Singh Jat",,38,Male,Single,Sikh,,,,,,
3935,Baksh,Salma,,43,Female,Single,Sikh,,,,,,
3940,Lal,"Khairati Lal",,93,Male,Single,Hindu,,,,,,
3941,Akbar,"Ali Akbar",,93,Male,Single,Muslim,,,,,,
3958,Unknown,Unknown,,89,Male,Single,Hindu,,,,,,
3959,Unknown,Uncle,Uncle,89,Male,Single,Hindu,,,,,,
3960,Unknown,Aunt,,89,Female,Single,Hindu,,,,,,
3968,Pathan,Unknown,,144,Male,Single,Muslim,Nominal,,,,,
3969,Police,Unknown,,144,Male,Group,Unknown,,,,,FALSE,
3970,"People engaged in looting and killing",Unknown,,144,Unknown,Mob,Muslim,Speculation,,,,,
3971,"Friends of the Pathan",Unknown,,144,Unknown,Group,Muslim,Speculation,,,,,
3972,"People running around",Unknown,,144,Unknown,Faction,Atheist|Christian|Hindu|Sikh|Unaffiliated,Speculation,,,,,
3973,"Three men killed by the Pathan",Unknown,,144,Male,Group,Unknown,,,Dies,"Killed (mob-violence)",,
3980,Gandhi,"Mahatma Gandhi",,136,Male,Single,Hindu,"Other-identified.Character other-attributed",,,,,
3991,"One man from a minority community",Unknown,Man,146,Male,Group,Unknown,,,Dies,"Killed (non-military)",,
3992,"Wife of man from minority community",Unknown,"Wife of the man",146,Female,Group,Unknown,,,Dies,"Killed (non-military)",,
3993,"New occupants of the house",Unknown,"New occupants of the house",146,Unknown,Group,Jain,Definitional,,,,,
3996,"Some members of a minority community",Unknown,"Some members of a minority community",146,Unknown,Group,Unknown,,,,,,
4003,"The boy",unknown,,164,Male,Single,Unknown,,,,,FALSE,
4004,"Boy's mother",Unknown,,96,Female,Single,Unknown,,,,,,
4005,"Boy's father",Unknown,,95,Nonbinary,Single,Unknown,,,,,,
4006,unkown,Tripat,,95,Male,Single,Unknown,,,,,,
4007,Unknown,Neeti,,95,Female,Single,Unknown,,,,,,
4008,Narrator,unknown,,95,Male,Single,Unknown,,,,,,
4009,"Narrator's brother-in-law",Unknown,,96,Male,Single,Unknown,,,,,,
4010,"Man on truck",Unknown,,97,Male,Single,Unknown,,,,,,
4011,"Poor looking muslim man",unknown,,97,Male,Single,Muslim,,,,,,
4012,"Truck driver",Unknown,,97,Male,Single,Unknown,,,,,,
4013,sardar,unknown,,97,Male,Single,Sikh,,,,,,
4014,"mob of sardars",Unknown,,97,Male,Mob,Sikh,Speculation,,,,,
4029,"The Guests",Unknown,,95,Unknown,Group,Unknown,,,,,,
4033,"Narrator's parents",Unknown,,97,Unknown,Group,Unknown,,,,,,
4034,army,unknown,,97,Unknown,Group,Unknown,,,,,,
4035,"Narrator's Siblings",Unknown,,97,Unknown,Group,Unknown,,,,,,
4041,"Man on truck's family",Unknown,,98,Unknown,Group,Unknown,,,,,,
4046,lal,krishna,,164,Male,Single,Hindu,,,,,,
4049,Dei,Nihall,,164,Female,Single,Hindu,Speculation,,,,,
4050,"Nihal Dei's Daughter",Unknown,,164,Female,Single,Hindu,Speculation,,,,,
4051,"Group of refugees",Unknown,,165,Unknown,Group,Unaffiliated,Definitional,,,,,
4052,"Nihal Dei's son-in-law",Unknown,,164,Male,Single,Hindu,Speculation,,,,,
4053,Krishna,Unknown,,164,Male,Single,Hindu,,,,,,
4054,"Nihal Dei's daughter's in-laws",Unknown,,167,Unknown,Group,Unknown,,,,,,
4056,baby,unknown,,164,Unknown,Single,Hindu,Speculation,,,,,
4057,"Krishan Lal's two children",Unknown,,164,Unknown,Group,Hindu,Self-identified,,,,,
4058,"Armed Guards",unknown,,165,Male,Single,Unknown,,,,,,
4059,"Man in bazaar",Unknown,,166,Male,Single,Unknown,,,,,,
4060,"refugee selling corncobs",Unknown,,166,Unknown,Single,Unknown,,,,,,
