Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Location of Event (Text place) H-ID,Location of Event RecordTitle,Character(s) mentioned H-ID,Character(s) mentioned RecordTitle
1994,138,138,3,Then Zahra came to stay after her return,,,,,,1991,House in Sunlight on a Broken Column,,
1997,64,64,1,Hamida clasped the girl to her bosom,,,Interpersonal,,,2754,Lajo's House in Pinjar,248|580,"Sahukars, Pooro in Pinjar|Sahukars, Lajo in Pinjar"
1998,138,138,4,When her mother and Aunt Abida came to complete,,,,,,1991,House in Sunlight on a Broken Column,,
1999,139,139,1,The first night she was alone I went to her room,,,,,,1991,House in Sunlight on a Broken Column,,
2000,139,140,2,"A delicate and intricate code, more rigid than any caste system",,,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2002,140,140,1,"Zahra had changed very much in her appearance,",,,,,,1991,House in Sunlight on a Broken Column,,
2003,140,140,2,Everyday he spent a few moments with Aunt Majida,,,,,,1991,House in Sunlight on a Broken Column,,
2004,140,140,3,"Just as he was more at ease with my uncle,",,,,,,1991,House in Sunlight on a Broken Column,,
2007,140,140,4,Zahra had met my cousins Kemal and Saleem while,,,,,,2005,England in Sunlight on a Broken Column,,
2008,67,67,1,Lajo did not turn up her nose at him as she had done in the past.,,,Gender|Interpersonal,,FALSE,2754,Lajo's House in Pinjar,580|596,"Sahukars, Lajo in Pinjar|Lajo's Abductor, Son in Pinjar"
2009,141,141,1,"Zahra came into my room and, throwing herself",,Gender,,,,1991,House in Sunlight on a Broken Column,,
2010,142,142,1,"""A very wise remak,"" came a voice from beyond",,,,,,1991,House in Sunlight on a Broken Column,,
2011,143,143,1,In fact he calls me a renegade!,,Religion,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2012,143,143,2,"Before Asad could answer, her husband Naseer",,,,,,1991,House in Sunlight on a Broken Column,,
2013,144,144,1,I have been there the last three years,,,,,,670,Delhi in Sunlight on a Broken Column,,
2016,144,144,2,"When I'm working, not just studying, but teaching the illiterate,",,,Class,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2018,145,145,1,There is a great deal of unrest among students,,,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2022,145,145,2,I would like you to meet my friend Nita,,,,,,1991,House in Sunlight on a Broken Column,,
2023,145,145,3,Aunt Majida was bent over a basket cutting,,,,,,1991,House in Sunlight on a Broken Column,,
2024,58,59,2,Once again we heard the cries of street vendors,,,,,FALSE,370,"Lucknow, India in Sunlight on a Broken Column",,
2025,67,67,2,She was animated with a courage she had never known,,Gender|Religion,,,FALSE,2754,Lajo's House in Pinjar,,
2027,68,68,1,Lajo spoke like the mistress of the house.,,,Gender|Interpersonal,,FALSE,2754,Lajo's House in Pinjar,580|595,"Sahukars, Lajo in Pinjar|Lajo's Mother-in-Law, Old Woman in Pinjar"
2032,68,68,2,Then liquor and sex took their toll.,,,Religion|Interpersonal|Gender,,FALSE,2754,Lajo's House in Pinjar,580|596,"Sahukars, Lajo in Pinjar|Lajo's Abductor, Son in Pinjar"
2035,146,146,1,Zahra could not have chosen a more splended occasion,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2036,146,147,2,"Zahra came into my room in the afternoon, threw",,,,,,1991,House in Sunlight on a Broken Column,,
2040,147,147,1,But there is one thing I learned in England,,,,,,2005,England in Sunlight on a Broken Column,,
2041,147,147,2,I wonder if that knowledge would have helped me when,,,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2044,147,148,3,The trouble wth you is that you are self-willed,,Gender,,,,1991,House in Sunlight on a Broken Column,,
2046,148,148,1,"Then a shadow fell, and Asad's reflection",,,,,,1991,House in Sunlight on a Broken Column,,
2050,68,68,3,the mistress of the house slip out across,,Gender|Interpersonal,,,FALSE,559,Rattoval in Pinjar,,
2056,60,60,1,Aunt Majida sent once again for the family jeweller,,,,,FALSE,1991,House in Sunlight on a Broken Column,,
2057,69,69,1,A figure draped in a grey sheet emerged,,,,,FALSE,397,Well in Pinjar,580,"Sahukars, Lajo in Pinjar"
2058,60,60,2,"Naib Sahib, the manager of the estate, and Lala Ji",,,,,FALSE,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2059,61,62,1,But sometimes those paper sheets were razor-edged,,,,,,1991,House in Sunlight on a Broken Column,2061,"Jumman's wife's brother's aunt's son, Unknown in Sunlight on a Broken Column"
2060,69,69,3,remembered that when he had abducted Pooro,,Gender|Religion,,,FALSE,2824,Field in Pinjar,297,"Shaikh, Rashida in Pinjar"
2062,70,70,1,"exclaimed Hamida, clasping her hands",,,,,FALSE,559,Rattoval in Pinjar,248|595,"Sahukars, Pooro in Pinjar|Lajo's Mother-in-Law, Old Woman in Pinjar"
2173,82,82,1,It was a still afternoon. Since morning my aunts,,,,,,1991,House in Sunlight on a Broken Column,409|321,"Unknown, Baba Jan in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column"
2177,63,66,1,We were about to sit down to dinner one night,,,,,,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2178,64,65,1,It was eight years ago since I had first seen,,,,,FALSE,2176,Forbidden street in Sunlight on a Broken Column,317,"Hasan, Laila in Sunlight on a Broken Column"
2179,64,65,2,I saw her when she sang and danced at the wedding,,Gender,,,FALSE,370,"Lucknow, India in Sunlight on a Broken Column",2184,"Raja of Amripur's grandson, Unknown in Sunlight on a Broken Column"
2197,61,61,2,"The Head Constable, with his posse",,,,,TRUE,1218,Peepul Tree near the Temple in Train to Pakistan,112|1475,"Singh, Juggut in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan"
2203,62,62,1,Did any of you see or talk to a young,,Religion,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,753|998,"Unknown, Iqbal in Train to Pakistan|Baksh, Mullah Imam in Train to Pakistan"
2208,62,62,2,Meet Singh went up to the head constable,,Religion,Religion,,TRUE,1457,Chundunnugger Police Station in Train to Pakistan,753,"Unknown, Iqbal in Train to Pakistan"
2210,67,70,1,One night she asked Asad if would read,,Religion,Religion,,FALSE,1991,House in Sunlight on a Broken Column,315,"Hasan, Abida in Sunlight on a Broken Column"
2211,62,63,3,Muslims sat and moped in their houses,,Religion,,,TRUE,701,Mano Majra in Train to Pakistan,851,"Sultana Badmash, Unknown in Train to Pakistan"
2212,129,131,2,Begum Waheed and Mrs Wadia were in the middle of an argument,,Gender,,,,1991,House in Sunlight on a Broken Column,,
2219,130,130,1,We must keep out undesirable elements when the Governor's wife,,Class,,,,2218,Public Park in Sunlight on a Broken Column,,
2220,130,130,2,We had to fight very hard to make the Municipal Board,,Gender,,,,2218,Public Park in Sunlight on a Broken Column,,
2222,131,131,1,At the last public meeting the crowd of common women,,Class,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2225,131,131,2,In Surmai we bring up our girls to be good wives,,,,,,2224,Surmai in Sunlight on a Broken Column,,
2226,131,132,3,Nadira had told me that a relation of the ruler's was wandering,,,,,,370,"Lucknow, India in Sunlight on a Broken Column",,
2227,82,82,2,I was rearranging books to keep myself occupied,,,,,,1991,House in Sunlight on a Broken Column,,
2228,82,82,3,In Aunt Abida's room the maid-servants,,,,,,2150,Aunt Abida’s room in Sunlight on a Broken Column,318|317|315|2029,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Unknown, Majida in Sunlight on a Broken Column"
2229,82,83,4,I looked up into her lost eyes,,,,,,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2230,83,83,1,In that wondering second I heard a strange noise,,,,,,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2231,63,63,1,A group of Sikh peasants gathered together,,Religion,Religion,,FALSE,1163,Lambardar's House in Train to Pakistan,753,"Unknown, Iqbal in Train to Pakistan"
2233,63,64,2,The youth felt a little abashed,,Religion,,,FALSE,1163,Lambardar's House in Train to Pakistan,112|129|851,"Singh, Juggut in Train to Pakistan|Malli, Unknown in Train to Pakistan|Sultana Badmash, Unknown in Train to Pakistan"
2235,84,84,1,"The next day, after Uncle Hamid arrived",,,,,,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2236,64,64,1,The temperature of the meeting went up suddenly,,Religion,Religion,,FALSE,1163,Lambardar's House in Train to Pakistan,806|809,"Mano Majra Muslims, Unknown in Train to Pakistan|Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan"
2237,84,84,2,By nightfall the house was as crowded,,,,,,1991,House in Sunlight on a Broken Column,,
2238,84,84,3,The zenana was busy with a life,,,,,,65,Zenana in Sunlight on a Broken Column,481,"Hasan,Ahmed, in Sunlight on a Broken Column"
2239,84,84,4,In the midst of the bustle there was,,,,,,1991,House in Sunlight on a Broken Column,,
2240,84,85,5,The Rani of Amirpur's arrival stirred the mourners,,,,,,1991,House in Sunlight on a Broken Column,,
2242,85,85,1,She embraced my aunts and Zahra and me,,,,,,1991,House in Sunlight on a Broken Column,344,"Unknown, Nandi in Sunlight on a Broken Column"
2245,85,85,2,All night a light burned in Baba Jan's room,,,,,,2145,Baba Jan’s room in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2246,85,85,3,In childhood on warm summer nights,,,,,,1991,House in Sunlight on a Broken Column,,
2247,86,86,1,Uncle Hamid and his wife Saira,,,,,,1991,House in Sunlight on a Broken Column,310,"Hasan, Syed Mohammad in Sunlight on a Broken Column"
2249,52,52,1,Hukum Chand sat on the veranda staring,,Religion,,,FALSE,1002,Rest House in Train to Pakistan,753|112,"Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan"
2255,155,155,1,"Later, sitting by Zahra, watching the fireworks",,,,,,2034,Baradari in Sunlight on a Broken Column,,
2256,78,80,2,The lambardar took two of the villagers with him,,Nation,Nation,,TRUE,1457,Chundunnugger Police Station in Train to Pakistan,118|112|753,"Nooran, Unknown in Train to Pakistan|Singh, Juggut in Train to Pakistan|Unknown, Iqbal in Train to Pakistan"
2258,64,64,2,The lambardar felt it was up to him,,Religion,,,TRUE,1163,Lambardar's House in Train to Pakistan,2254|809,"Tenants, Unknown in Train to Pakistan|Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan"
2259,154,154,1,I heard Naseer calling,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2261,54,54,1,"For a week, Iqbal was left alone in his cell.",,,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,,
2263,153,153,1,But I lost sight of Zahra when we,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2264,64,64,3,The lambardar snubbed him You are a,,,Nation,,TRUE,1163,Lambardar's House in Train to Pakistan,806|809,"Mano Majra Muslims, Unknown in Train to Pakistan|Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan"
2269,153,153,2,There was a crowd milling towards long tables,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2270,153,153,3,A tall fat man in a black achkan was shouting,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2271,153,154,4,A scream died in my throat and I ran blindly towards,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2272,80,82,1,"the subinspector remarked, casually addressing the table in front of him.",,Religion,Religion,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,697|122|129|120,"50 Armed Policemen, Unknown in Train to Pakistan|Singh, Alam in Train to Pakistan|Malli, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan"
2274,149,149,1,The evening started badly for me,,,,,,1991,House in Sunlight on a Broken Column,,
2275,64,64,4,The peasants thought about their problem,,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,809|806,"Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan|Mano Majra Muslims, Unknown in Train to Pakistan"
2276,149,149,2,"I froze with anger, and a sense of helplessness, but",,,,,,1991,House in Sunlight on a Broken Column,,
2277,149,149,3,My aunts Majida and Abida sent for me to see how I looked,,,,,,1991,House in Sunlight on a Broken Column,,
2278,64,64,5,Yes added another Kapoora and Gujjoo Matta were,,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,806|2254|2280|2283,"Mano Majra Muslims, Unknown in Train to Pakistan|Tenants, Unknown in Train to Pakistan|Matta, Gujjoo in Train to Pakistan|Unknown, Kapoora in Train to Pakistan"
2284,150,150,1,"English women, elaborately gowned and groomed,",,,,,,2034,Baradari in Sunlight on a Broken Column,,
2285,150,150,2,"Rich and poor, the Taluqdars of Oudh had gathered",,,Class,,,2034,Baradari in Sunlight on a Broken Column,,
2290,71,74,1,The next morning we were told we could not go,,Religion,Religion,,,1991,House in Sunlight on a Broken Column,310|2017|2357|2361,"Hasan, Syed Mohammad in Sunlight on a Broken Column|Laila's nursemaid, Hakiman Bua in Sunlight on a Broken Column|Laila's grandmother, Unknown in Sunlight on a Broken Column|Ramzano and Saliman's mother, Unknown in Sunlight on a Broken Column"
2292,151,151,1,I sat next to Zahra who pointed out friends and acquaintances,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2294,86,87,2,At the end of the last century Baba Jan,,,,,,1991,House in Sunlight on a Broken Column,310|321|416|2101|913,"Hasan, Syed Mohammad in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Unknown, Kamal in Sunlight on a Broken Column|Hasan, Saleem in Sunlight on a Broken Column"
2296,87,87,1,Aunt Saira was Uncle Hamid's echo,,,,,,1991,House in Sunlight on a Broken Column,321|2101|913|2795,"Hasan, Hamid in Sunlight on a Broken Column|Unknown, Kamal in Sunlight on a Broken Column|Hasan, Saleem in Sunlight on a Broken Column|Unknown, Saira's Indian friends in Sunlight on a Broken Column"
2297,87,87,2,In Aunt Abida's eyes was the look of,,,,,,1991,House in Sunlight on a Broken Column,,
2298,87,87,3,By late afternoon all arrangements,,,,,,1991,House in Sunlight on a Broken Column,,
2301,87,87,5,We started an hour later for Hasanpur,,,,,,1991,House in Sunlight on a Broken Column,,
2304,88,88,1,Zahra and I sat near the curtained,,,,,,2305,in the car in Sunlight on a Broken Column,2799|894,"Unknown, Laila's grandfather in Sunlight on a Broken Column|Raja of Bhimnagar, Unknown in Sunlight on a Broken Column"
2307,88,88,2,Bhimnagar Palace fascinated us because it was said to be,,,,,,2309,Bhimnagar Palace in Sunlight on a Broken Column,,
2308,82,83,1,The tonga left Chundunnugger in the afternoon,,,,,,701,Mano Majra in Train to Pakistan,,
2311,88,89,3,"The car turned past the ruined, shell-holed walls",,,,,,2305,in the car in Sunlight on a Broken Column,2928,"Unknown, The king's favourite wife in Sunlight on a Broken Column"
2312,89,89,1,We came to a delicate whispering grove,,,,,,2305,in the car in Sunlight on a Broken Column,2799,"Unknown, Laila's grandfather in Sunlight on a Broken Column"
2314,89,90,2,We became silent. And then the,,,,,,2305,in the car in Sunlight on a Broken Column,2081|2793,"Unknown, Rani of Amirpur in Sunlight on a Broken Column|Unknown, Laila's aunts in Sunlight on a Broken Column"
2315,90,90,1,Mrs. Martin used to bring me to,,,,,,2317,garden in Sunlight on a Broken Column,,
2318,90,91,2,We drove past palaces that were now,,,,,,2305,in the car in Sunlight on a Broken Column,2114|2115,"English people, Unknown in Sunlight on a Broken Column|Unknown, White soldiers in Sunlight on a Broken Column"
2319,91,91,1,The car turned along the road by the,,,,,,2305,in the car in Sunlight on a Broken Column,487,"Unknown, Asad in Sunlight on a Broken Column"
2321,92,93,1,The car moved faster and we turned,,,,,,2305,in the car in Sunlight on a Broken Column,2933|2934|2118|2119,"Unknown, Aurangzeb in Sunlight on a Broken Column|Unknown, Nawab-Viziers in Sunlight on a Broken Column|Unknown, Peasants in Sunlight on a Broken Column|unknown, Women in dusty swirling skirts in Sunlight on a Broken Column"
2322,93,93,1,Eight miles out of town we passed,,,,,,2164,House and garden built by Raja Hasan Ahmad in Sunlight on a Broken Column,481,"Hasan,Ahmed, in Sunlight on a Broken Column"
2323,93,93,2,Soon we were turning in on Hasanpur road,,,,,,2147,Hasanpur in Sunlight on a Broken Column,,
2324,93,93,3,The car crossed a culvert,,,,,,2305,in the car in Sunlight on a Broken Column,,
2325,93,94,4,"We crossed the high, wooden lintel",,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2326,95,95,1,The house was crowded not only with relatives,,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2327,95,95,2,Zahra and I were soon surrounded by cousins,,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2328,95,96,3,"It was Zainab, brought up",,,,,,2147,Hasanpur in Sunlight on a Broken Column,,
2329,96,96,1,Zainab's grandmother had been a dancing girl.,,,,,,2147,Hasanpur in Sunlight on a Broken Column,,
2331,96,96,2,"After some time Zahra, Zainab and I",,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2332,181,181,2,Coolies panted up the steep slopes,,Class,,,FALSE,1950,Lawn in Sunlight on a Broken Column,,
2333,96,97,3,"She smiled, and moving with",,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2334,152,152,1,When the President of the Association began to read the address,,,,,,2034,Baradari in Sunlight on a Broken Column,,
2335,97,97,1,"Nandi said, ""We poor people get a",,,,,,65,Zenana in Sunlight on a Broken Column,,
2336,65,65,1,"Before anyone could answer, another villager came",,,,,FALSE,1163,Lambardar's House in Train to Pakistan,1481,"Sikh Peasants of Mano Majra, Unknown in Train to Pakistan"
2337,97,97,2,"""Hold your wicked tongue, Nandi",,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2339,98,98,1,Zahra and I asked for permission,,,,,,2166,Hasan family house in Sunlight on a Broken Column,,
2340,98,98,2,Nandi walked ahead of us carrying,,,,,,2342,through the doors built in the courtyard walls in Sunlight on a Broken Column,,
2341,65,65,2,"‘Well, brothers, what is your decision about us",,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,,
2343,98,98,3,She led us through the carpenter's,,,,,,2170,Carpenter’s shed in Sunlight on a Broken Column,,
2344,65,65,3,"Yes,’ added another warmly, ‘we first,",,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2345,99,99,1,All day he sat outside the door,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2347,99,99,2,Once during an epidemic of cholera,,,,,,2147,Hasanpur in Sunlight on a Broken Column,,
2348,65,65,4,‘What have we to do with Pakistan?,,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,,
2349,99,99,3,Zainab was the first to get,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2350,99,100,4,There was a clatter from the mud-walled,,,,,,2171,Mud-walled veranda in Sunlight on a Broken Column,,
2351,100,100,1,"We passed under the sloping, rough",,,,,,2353,"under the sloping, rough thatch in Sunlight on a Broken Column",,
2352,65,65,5,"But Chacha, we are so few and the strangers coming",,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,2372|809,"Mob near Mano Majra, Unknown in Train to Pakistan|Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan"
2354,100,100,2,We followed Zainab into the,,,,,,2355,stuffy room in Sunlight on a Broken Column,,
2356,100,101,3,"""Ādāb Dādi Amma,"" Zahra and",,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2360,101,101,1,"She said briskly, Zainab",,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2362,101,101,2,Zainab's sisters sat on their,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2364,101,101,3,Then the curtain over the outer door,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2366,101,101,4,One day he had burnt all,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2367,101,102,5,He came in and sat down on the edge,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2368,102,102,1,"He was talking compusively, as if",,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2370,102,102,2,He had to stop speaking because,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2371,102,102,3,We said our adabs hurriedly,,,,,,2346,Zainab's house in Sunlight on a Broken Column,,
2373,103,103,1,Nandi led us with the bobbing,,,,,,2374,back to the Hasan family house in Sunlight on a Broken Column,,
2375,65,66,6,"‘Uncle,’ said the lambardar in a heavy voice",,,Religion,,TRUE,1163,Lambardar's House in Train to Pakistan,,
2377,182,182,1,There had been an acid period of,,Class,,,,1950,Lawn in Sunlight on a Broken Column,,
2386,83,83,1,"Inside the main hall was a circle of people around Meet Singh, who was reciting the evening prayer.",,,Religion,,FALSE,705,Gurudwara in Train to Pakistan,758,"Singh, Meet in Train to Pakistan"
2390,83,84,3,"When the prayer was over, Meet Singh wrapped the massive volume",,,Religion,,TRUE,705,Gurudwara in Train to Pakistan,112,"Singh, Juggut in Train to Pakistan"
2392,151,152,2,"In spite of Zahra's chatter, and my shyness, I looked around and recognised",,,Religion,,,2034,Baradari in Sunlight on a Broken Column,,
2421,125,125,1,"The Turks had come, but only from neighbouring villages",,Religion,,,TRUE,2423,Sayedpur in Tamas,,
2424,125,125,2,Now seven corpses shrouded in white sheets,,Religion,,,TRUE,2426,Gurudwara in Tamas,149|150|1241,"Sikh, Nihang in Tamas|Singh, Sohan in Tamas|Rasool, Sheikh Ghulam in Tamas"
2427,125,125,3,There were numerous bodies scattered about the town,,Religion,,,TRUE,2423,Sayedpur in Tamas,1247,"Oilman, Rahim in Tamas"
2433,76,76,7,"Secondly, Lala ji had just been wondering",,Religion,,,,2442,Lala ji's house in Tamas,,
2444,76,77,8,The blue Buick snaked its way through the empty streets,,,,,,211,THE CITY in Tamas,,
2445,125,125,4,Some bodies lay scattered about outside town,,,,,,2449,Outside Sayedpur in Tamas,2447|2400,"Sheik's, Children in Tamas|Deen, Fateh in Tamas"
2446,77,77,1,"And now, after dropping Lala ji and his family off",,,,,,2450,Saddar Bazaar in Tamas,749|2439|2404|2448,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting, Lakshmi Narayan in Tamas|Narayan, Lala Lakshmi's daughter, Unknown in Tamas|Narayan/Lala Lakshmi's wife, Unknown in Tamas|Unknown, Raghunath, Yabu in Tamas"
2452,77,77,2,Shah Nawaz's car slowed down again. One felt the looming,,,,,,2456,Mai Satto tank in Tamas,2453,"Group of children, Unknown in Tamas"
2454,125,125,5,Khalsa School was still burning,,Religion,,,TRUE,154,Khalsa School in Tamas,,
2457,77,77,3,The car had now turned onto the big road.,,,,,,1240,Muslim neighbourhood in Tamas,,
2460,125,125,6,All the Sikh houses at theentrance to the left gali,,Religion,,,TRUE,2462,"entrance to the left gali, right at the edge of the river in Tamas",,
2463,77,78,4,He'd only driven a little further down the road when a crowd,,,,,,1240,Muslim neighbourhood in Tamas,2465,"Unknown dead, Muslim in Tamas"
2464,125,125,7,all threeof the butchers’ shops,,Religion,,,TRUE,1277,Teli Mohalla in Tamas,,
2466,78,78,1,Soon he turned and drove through a gate,,,,,,2469,Raghunath's house in Tamas,2467,"Raghunath's wife, Janaki in Tamas"
2468,125,125,8,ammunition at the gurdwara had pretty much run out,,Religion,,,TRUE,2426,Gurudwara in Tamas,,
2470,125,125,9,The ammunition had also run out on the other side,,Religion,,,TRUE,2472,Fortress of Sheik in Tamas,,
2471,78,78,2,Just then Raghunath came in,,,,,,2469,Raghunath's house in Tamas,2473,"Deputy Assistant Postmaster Sahib, Bhim in Tamas"
2474,126,126,1,The news from the spies was that the Muslims were expecting,,Religion,,,TRUE,2426,Gurudwara in Tamas,164,"Dad, Mir in Tamas"
2475,79,79,1,Janaki had brought the tea,,,,,,2469,Raghunath's house in Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2478,79,80,2,Afternoon was already waning when Shah Nawaz,,,,,,2479,Raghunath's ancestral home in Tamas,,
2480,80,80,1,Across the street was Feroz the Skinner's warehouse,,Religion,,,,2479,Raghunath's ancestral home in Tamas,,
2484,80,80,2,A tonga passed nearby. Shah Nawaz turned to look.,,,,,,2479,Raghunath's ancestral home in Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2489,80,80,3,He felt a wave of nostalgia as he entered the darkened veranda.,,,,,,2479,Raghunath's ancestral home in Tamas,2491|2492,"Raghunath's daughter, Unknown in Tamas|Raghunath's younger brother's wife, Unknown in Tamas"
2490,126,126,2,The moon had come out again,,Religion,,,TRUE,2426,Gurudwara in Tamas,1241,"Rasool, Sheikh Ghulam in Tamas"
2493,80,81,4,Shah Nawaz turned to glance at Milkhi,,,,,,2479,Raghunath's ancestral home in Tamas,2494|2495,"Raghunath's family, Group in Tamas|Raghunath's ancestral home's neighbour's naanbai, Unknown in Tamas"
2496,81,81,1,Milkhi began to climb the stairs after Shah Nawaz.,,,,,,2497,"Storeroom, Raghunath's ancestral home in Tamas",,
2498,126,127,3,Some people were sitting and talking on the stoop,,Religion,,,TRUE,1242,Sheikh Ghulam Rasool's house in Tamas,,
2500,127,127,1,When we got into the gali,,Gender,,,TRUE,2423,Sayedpur in Tamas,2510,"Fighter, Rapist, Jalal in Tamas"
2501,81,81,2,"Just then, he happened to glance through the open window",,,,,,726,Mosque in Tamas,,
2503,81,81,3,The two of them came back out of the room and walked down the stairs.,,Class,,,FALSE,2479,Raghunath's ancestral home in Tamas,,
2505,81,82,4,"That night, as he handed the jewellery box",,,,,,2469,Raghunath's house in Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2511,127,127,2,Another fighter began a story of his own,,Gender|Religion,,,TRUE,2514,Outside Karaar houses in Tamas,,
2515,127,127,3,The Junior Priest was walking slowly down the hill,,Religion,,,TRUE,2554,Down the hill in Tamas,,
2518,145,145,1,"A stocky contractor was telling Sheikh Noor Ilahi,",,,,,TRUE,2523,Christian College in Tamas,,
2521,145,145,2,"Munshiram stood looking around, then slowly sidled over",,Interpersonal,,,TRUE,2523,Christian College in Tamas,,
2524,145,146,3,Sheikh Noor Ilahi saw Lala Lakshmi Narayan,,,Religion,,TRUE,2523,Christian College in Tamas,,
2525,150,151,1,Richard and Liza were in the bungalow,,,,,TRUE,235,Richard & Liza's bungalow in Tamas,,
2526,146,147,1,Lala Shyam Lal had cornered Congress-committee,,Religion,,,TRUE,2523,Christian College in Tamas,2759,"Congress Candidate, Mangal Sen in Tamas"
2528,54,54,2,One morning a party of five men were brought,,Interpersonal,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,,
2529,57,58,1,By eleven o’clock the rain had dwindled,,,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,753|112|129|1475|804,"Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Malli, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan|Baluchi and Pathan soldiers from Pakistan army, Unknown in Train to Pakistan"
2530,58,59,2,The subinspector put on his turban.,,,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,,
2531,59,60,1,Malli had been shaken by Juggut Singh’s outburst,,Interpersonal,,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,,
2532,84,86,1,"Iqbal put his plates, knife, fork, and tins",,Religion,,,TRUE,705,Gurudwara in Train to Pakistan,,
2533,49,49,1,You came to my house instead of coming to the office,,Religion,Religion,,FALSE,2541,Deputy Commissioner's House in Tamas,2538,"Previous Deputy Commissioner, Unknown in Tamas"
2535,86,87,1,"In the courtyard of the gurdwara, the fires on",,,,,FALSE,705,Gurudwara in Train to Pakistan,,
